source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'time', 'name': 'Time'}",Belinda Luscombe,Breaking Down Saltburn‘s Most Head-Turning Scenes With Director Emerald Fennell,The writer-director takes viewers inside the most memorable scenes in her new satirical thriller starring Barry Keoghan and Jacob Elordi.,https://time.com/6338652/saltburn-ending-emerald-fennell/,https://api.time.com/wp-content/uploads/2023/11/saltburn-SLTB_2023_FG_00180822_Still353_R_rgb.jpg?quality=85,2023-11-22T18:05:00Z,"Warning: This post contains spoilers for the movie Saltburn.
I dont set out to be provocative, says Emerald Fennell, the Oscar-winning writer-director of 2022s Promising Young Woman and the newly re… [+10127 chars]"
"{'id': None, 'name': 'ComingSoon.net'}",Brandon Schreur,James Bond: Christopher Nolan Addresses Rumors That He’s Directing a 007 Movie,"Oppenheimer's Christoper Nolan addresses online rumors claiming that he's directing the next James Bond movie.
The post James Bond: Christopher Nolan Addresses Rumors That He’s Directing a 007 Movie appeared first on ComingSoon.net - Movie Trailers, TV & Stre…",https://www.comingsoon.net/movies/news/1411538-james-bond-christopher-nolan-addresses-rumors-that-hes-directing-a-007-movie,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/11/Screenshot_2023-11-17_at_3.26.29_PM_1200x675-10.jpg?resize=1200,630",2023-11-22T17:19:42Z,"Christopher Nolan says theres no truth to the rumors that hes directing a James Bond movie.
In a recent interview with the Associated Press, Nolan briefly spoke about the recent wave of online rumor… [+1487 chars]"
"{'id': None, 'name': 'Forbes'}","Dani Di Placido, Senior Contributor, 
 Dani Di Placido, Senior Contributor
 https://www.forbes.com/sites/danidiplacido/",Taylor Swift Fans Dug Up Travis Kelce’s Old ‘Himbo’ Tweets,"Taylor Swift’s romance with Travis Kelce sparked an internet investigation from the Swifties, who discovered that the NFL star was a “himbo.”",https://www.forbes.com/sites/danidiplacido/2023/11/22/taylor-swift-fans-dug-up-travis-kelces-old-himbo-tweets/,https://imageio.forbes.com/specials-images/imageserve/655e3132695c983b51d2e298/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2023-11-22T17:19:21Z,"Travis Kelce and Taylor Swift are seen leaving SNL after party on October 15, 2023 in New York, New ... [+] York. (Photo by MEGA/GC Images)
GC Images
Taylor Swifts boyfriend is not a role for the f… [+5155 chars]"
"{'id': None, 'name': 'UPROXX'}",Nina Braca,When Will ‘Barbie’ Be On Streaming?,"warner bros.

Greta Gerwig's journey into girlhood through a shiny pink lens made bank at the box office this summer. Here's how to watch it at home.",https://uproxx.com/movies/when-will-barbie-be-on-streaming-2/,https://uproxx.com/wp-content/uploads/2023/08/barbie-cast.jpg?w=1024,2023-11-22T17:05:07Z,"It seems a little presumptuous to say that Barbie is the best film ever made, but that’s fine because it is. Greta Gerwig‘s journey into girlhood through a shiny pink lens made bank at the box office… [+1108 chars]"
"{'id': 'polygon', 'name': 'Polygon'}",Alice Newcome-Beill,Black Friday’s best deals on toys for the young and young at heart,"Our roundup of the best Black Friday toy deals has something for everyone on your holiday shopping list, including discounts on Lego, Barbie, Nerf, and more.",https://www.polygon.com/23958981/black-friday-toy-deals-cyber-monday-lego-barbie-nerf-funko,https://cdn.vox-cdn.com/thumbor/CMDFVIfYfJA42G-FOv7ZG9XeGBs=/0x215:3000x1786/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25084204/Toy_Roundup.jpg,2023-11-22T17:00:00Z,"Black Friday has arrived and is delivering a wide variety of awesome toy deals for the young and the young at heart. So, if youre looking to cross some names off your holiday shopping list without sp… [+7826 chars]"
"{'id': None, 'name': 'Variety'}",Caroline Brew,‘Suzume’ Director Makoto Shinkai Explains How the Tragedy of the 2011 Japan Earthquake Influenced His Filmmaking,Makoto Shinkai discussed his inspirations for establishing the tone of “Suzume” and how he approached themes of natural disaster in a conversation for Variety’s Artisans Screening Series moderated by Variety’s chief film critic Peter Debruge and translated by…,https://variety.com/2023/film/news/suzume-makoto-shinkai-barbie-inspired-1235804879/,https://variety.com/wp-content/uploads/2023/11/GettyImages-1805450744.jpg?w=1000&h=563&crop=1,2023-11-22T17:00:00Z,Makoto Shinkai discussed his inspirations for establishing the tone of “Suzume” and how he approached themes of natural disaster in a conversation for Variety’s Artisans Screening Series moderated by… [+3144 chars]
"{'id': None, 'name': 'AppleInsider'}",news@appleinsider.com (William Gallagher),"'Napoleon' is a hit with the box office, but not so much with critics","Ridley Scott and David Scarpa's ""Napoleon"" for Apple TV+ has been praised as a masterpiece and mocked as a joke, but its early Thanksgiving opening saw it beat ""Killers of the Flower Moon"" at the box office.Image Credit: Apple""Napoleon"" has just begun its the…",https://appleinsider.com/articles/23/11/22/napoleon-is-a-hit-with-the-box-office-but-not-so-much-with-critics,https://photos5.appleinsider.com/gallery/53795-108191-040323_Ridley_Scott_Napoleon_Released_Worldwide_Big_Image_01_big_image_postjpglarge_2x-xl.jpg,2023-11-22T16:59:40Z,"Image Credit: Apple
Ridley Scott and David Scarpa's ""Napoleon"" for Apple TV+ has been praised as a masterpiece and mocked as a joke, but its early Thanksgiving opening saw it beat ""Killers of the Fl… [+2371 chars]"
"{'id': None, 'name': 'ComingSoon.net'}",Maggie Dela Paz,Barbie: Matt Bomer Explains Why He Turned Down Ken Role,"In a recent interview with Vanity Fair, Golden Globe winner Matt Bomer has confirmed that he nearly starred as one of the Kens in Greta Gerwig’s live-action Barbie movie. He recalled the casting process for the blockbuster hit, revealing that his audition tap…",https://www.comingsoon.net/movies/news/1411438-barbie-matt-bomer-explains-why-he-turned-down-ken-role,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/11/matt-bomer-header.jpg?resize=1200,630",2023-11-22T16:26:03Z,"In a recent interview with Vanity Fair, Golden Globe winner Matt Bomer has confirmed that he nearly starred as one of the Kens in Greta Gerwigs live-action Barbie movie. He recalled the casting proce… [+1742 chars]"
"{'id': None, 'name': 'Snowboardmag.com'}",Mark Clavin,"Life Is Plastic – Boarding, Barbie, and More",A fever dream of tricks and toys with a high attention to detail in the craft.,https://snowboardmag.com/videos/life-is-plastic-boarding-barbie-and-more,https://snowboardmag.com/wp-content/uploads/2023/11/life-is-plastic.jpg,2023-11-22T16:09:48Z,"Life is Plastic, a movie by Mikaela Kautzky and Abby Furrer, has a massive cast and an even larger-than-life intro, sharing a theme with one of the largest Hollywood movies of the year, with attentio… [+615 chars]"
"{'id': None, 'name': 'Above the Law'}",Steven Chung,Was The ‘Coyote vs. Acme’ Movie Canceled For Tax Purposes?,"Studios generally do not make movies just lto create tax write-offs. Wile E. Coyote had no comment. The Road Runner was traveling and unavailable for comment at press time.
The post Was The ‘Coyote vs. Acme’ Movie Canceled For Tax Purposes? appeared first on …",https://abovethelaw.com/2023/11/was-the-coyote-vs-acme-movie-canceled-for-tax-purposes/,https://abovethelaw.com/uploads/2016/03/tax-law-e1500411479868.jpg,2023-11-22T15:43:27Z,"A few weeks ago, Warner Bros. (WB) announced that it was not going to release its recently finished movie “Coyote vs. Acme.” The movie is about Wile E. Coyote’s product liability lawsuit against Acme… [+3968 chars]"
"{'id': 'ign', 'name': 'IGN'}",Matheus Bianezzi,"""Os franceses não gostam nem deles mesmos"": diretor de Napoleão, Ridley Scott compra briga contra França","O diretor rebateu críticas ao seu mais novo filme histórico
Ridley Scott rebateu críticas ao filme Napoleão sem papas na língua",https://br.ign.com/ridley-scotts-napoleon/116377/news/os-franceses-nao-gostam-nem-deles-mesmos-diretor-de-napoleao-ridley-scott-compra-briga-contra-franca,https://sm.ign.com/t/ign_br/screenshot/default/blob_f2jq.1200.jpg,2023-11-22T15:30:10Z,"Algumas críticas francesas não foram nada melindrosas em relação ao novo filme de Ridley Scott, Napoleão, protagonizado por Joaquin Phoenix. No entanto, a reação do diretor não poderia ser mais típic… [+1408 chars]"
"{'id': None, 'name': 'Cosmopolitan.com'}",,Holiday Gift Ideas for Fans of the 'Barbie' Movie,Playful picks from dolls to music to pet accessories.,https://www.cosmopolitan.com/entertainment/g45716054/holiday-gift-ideas-for-fans-of-the-barbie-movie/,"https://hips.hearstapps.com/hmg-prod/images/cos-barbie-654d2837ef5c4.jpg?crop=1.00xw:0.503xh;0,0.244xh&resize=1200:*",2023-11-22T14:30:00Z,"It's Barbie's world, and we're just living in it. And we wouldn't have it any other way. At this point, after this year's hit movie, we're willing to bet you have more than one Barbie superfan in you… [+1128 chars]"
"{'id': None, 'name': 'Biztoc.com'}",variety.com,"Matt Bomer ‘Played a Bunch of Different Kens’ for ‘Barbie’ Audition Tape, but Walked Away From the Film to Spend Time With Family","Matt Bomer revealed to Vanity Fair that he sent in a self-taped audition to play one of the many iterations of Ken in Greta Gerwig’s blockbuster comedy “Barbie,” but he ultimately decided not to join the movie so he could prioritize spending time with his fam…",https://biztoc.com/x/4b7896f030e22099,https://c.biztoc.com/p/4b7896f030e22099/s.webp,2023-11-22T14:24:09Z,"Matt Bomer revealed to Vanity Fair that he sent in a self-taped audition to play one of the many iterations of Ken in Greta Gerwigs blockbuster comedy Barbie, but he ultimately decided not to join th… [+308 chars]"
"{'id': None, 'name': 'Variety'}",Zack Sharf,"Matt Bomer ‘Played a Bunch of Different Kens’ for ‘Barbie’ Audition Tape, but Walked Away From the Film to Spend Time With Family","Matt Bomer revealed to Vanity Fair that he sent in a self-taped audition to play one of the many iterations of Ken in Greta Gerwig’s blockbuster comedy “Barbie,” but he ultimately decided not to join the movie so he could prioritize spending time with his fam…",https://variety.com/2023/film/news/matt-bomer-barbie-audition-ken-turned-down-film-1235805326/,https://variety.com/wp-content/uploads/2023/11/Screen-Shot-2023-11-22-at-8.53.02-AM.png?w=1000&h=563&crop=1,2023-11-22T14:18:55Z,"Matt Bomer revealed to Vanity Fair that he sent in a self-taped audition to play one of the many iterations of Ken in Greta Gerwig’s blockbuster comedy “Barbie,” but he ultimately decided not to join… [+2343 chars]"
"{'id': 'the-irish-times', 'name': 'The Irish Times'}",Tara Brady,Charlie and the Chocolate Factory: ‘For the Dublin production they said give us everything you have. And we did’,Broadway veterans Marc Shaiman and Scott Wittman on the complex process of writing new songs for Bord Gáis Energy Theatre’s Christmas show,https://www.irishtimes.com/culture/stage/2023/11/22/charlie-and-the-chocolate-factory-for-the-dublin-production-they-said-give-us-everything-you-have-and-we-did/,https://www.irishtimes.com/resizer/TIuy5WlZm5dH0tctyLxhdWWmz4g=/1200x630/filters:format(jpg):quality(70)/cloudfront-eu-central-1.images.arcpublishing.com/irishtimes/YCITDVSD7NF7PKN75IHKO43Z5A.jpg,2023-11-22T14:12:00Z,"The story of Charlie and the Chocolate Factory is so widely loved and so familiar, six decades after Roald Dahl wrote his book, that everyone knows the fates of Charlie Buckets sweet-toothed companio… [+6913 chars]"
"{'id': None, 'name': 'Variety'}",Cynthia Littleton,Congressman Joaquin Castro Urges Hollywood to Give Latino Films a ‘Fair Chance’ (Guest Column),"Dear Hollywood, As the Thanksgiving holiday dawns, I urge you to include Latino films and performances on your winter watch list and give Hollywood Latinos and their projects a fair chance to be seen. While Latinos are a growing and essential part of the cult…",https://variety.com/2023/film/news/joaquin-castro-america-ferrera-eugenio-derbez-flamin-hot-eva-longoria-1235805107/,https://variety.com/wp-content/uploads/2023/11/GettyImages-1354086614-e1700620900265.jpg?w=1000&h=560&crop=1,2023-11-22T14:05:00Z,"Dear Hollywood,
As the Thanksgiving holiday dawns, I urge you to include Latino films and performances on your winter watch list and give Hollywood Latinos and their projects a fair chance to be see… [+4099 chars]"
"{'id': None, 'name': 'Celebitchy.com'}",Kaiser,Ridley Scott on French critics hating ‘Napoleon’: ‘The French don’t even like themselves’,"Ridley Scott is 85 years old and still working at a frenetic pace. Martin Scorsese has talked about this too – when you’re one of the greatest directors of all time and you get to a certain age, all you can think about is how many projects you won’t ever get …",https://www.celebitchy.com/846114/ridley_scott_on_french_critics_hating_napoleon_the_french_dont_even_like_themselves/,,2023-11-22T13:19:54Z,"Ridley Scott is 85 years old and still working at a frenetic pace. Martin Scorsese has talked about this too – when youre one of the greatest directors of all time and you get to a certain age, all y… [+4191 chars]"
"{'id': None, 'name': '/FILM'}",staff@slashfilm.com (Ethan Anderton),"The 2023 /Film Holiday Gift Guide: Soundtracks And Artwork For Movies & TV, Pop Culture Holiday Decor & More","It&amp;#39;s time for Part 3 of the 2023 /Film Holiday Gift Guide, and we&amp;#39;ve got soundtracks on vinyl and CD, outstanding pop culture artwork, and geeky holiday decor.",https://www.slashfilm.com/1450411/the-2023-slashfilm-holiday-gift-guide-soundtracks-artwork-movies-tv-pop-culture-holiday-decor-more/,https://www.slashfilm.com/img/gallery/the-2023-slashfilm-holiday-gift-guide-soundtracks-and-artwork-for-movies-tv-pop-culture-holiday-decor-more/l-intro-1700495428.jpg,2023-11-22T13:00:46Z,"Did you know there's a huge variety of different versions of the official ""Barbie"" soundtrack? Head over to the official website for the Grammy-nominated album, and see which versions tickles your fa… [+6637 chars]"
